2018-19,,,,,2017-18,,,,,2016-17,,,,,,
Yield Temperature Data,,,,,Yield Temperature Data,,,,,Yield Temperature Data,,,,,,
Upper,,Lower,,,Upper,,Lower,,,Upper,,Lower,,,,
2018/12/4 9:30,16.984,2018/12/4 10:20,16.672,,2017/12/4 8:10,15.5444,2017/12/5 3:10,17.3603,,2016/12/4 6:00,20.1857,2016/12/22 0:40,18.3376,,,
2018/12/4 9:40,16.9621,2018/12/4 10:30,16.6736,,2017/12/4 8:20,15.4009,2017/12/5 3:20,17.4872,,2016/12/4 6:10,20.1792,2016/12/22 0:50,18.4936,,,
2018/12/4 9:50,16.9456,2018/12/4 10:40,16.649,,2017/12/4 8:30,15.1978,2017/12/5 3:30,17.6287,,2016/12/4 6:20,20.1707,2016/12/22 23:20,18.101,,,
2018/12/4 10:00,16.9388,2018/12/4 10:50,16.6226,,2017/12/4 8:40,14.9602,2017/12/5 3:40,17.7261,,2016/12/4 6:30,20.1644,2016/12/22 23:50,18.5666,,,
2018/12/4 10:10,16.9402,2018/12/4 11:00,16.5951,,2017/12/4 8:50,15.0137,2017/12/5 3:50,17.8312,,2016/12/4 6:40,20.1266,2016/12/23 0:00,18.6876,,,
2018/12/4 10:20,16.9385,2018/12/4 11:10,16.5613,,2017/12/4 9:00,14.9809,2017/12/5 4:00,17.9624,,2016/12/4 6:50,20.0812,2016/12/23 0:00,18.6865,,,
2018/12/4 10:30,16.9209,2018/12/4 11:20,16.5451,,2017/12/4 9:10,14.9731,2017/12/5 4:10,18.0627,,2016/12/4 7:00,20.1038,2016/12/23 0:10,18.8754,,,
2018/12/4 10:40,16.9008,2018/12/4 11:30,16.5243,,2017/12/4 9:20,14.9591,2017/12/5 4:20,18.1127,,2016/12/4 7:10,20.1834,2016/12/23 0:20,19.093,,,
2018/12/4 10:50,16.8859,2018/12/4 11:40,16.515,,2017/12/4 9:30,14.9171,2017/12/5 4:30,18.2037,,2016/12/4 7:20,20.2135,2016/12/23 0:30,19.368,,,
2018/12/4 11:00,16.8853,2018/12/4 11:50,16.5096,,2017/12/4 9:40,14.8577,2017/12/5 4:40,18.22,,2016/12/4 7:30,20.1659,2016/12/23 0:40,19.6355,,,
2018/12/4 11:10,16.8918,2018/12/4 12:00,16.506,,2017/12/4 9:50,14.8782,2017/12/5 4:50,18.2712,,2016/12/4 7:40,20.1036,2016/12/23 0:50,19.9412,,,
2018/12/4 11:20,16.8843,2018/12/4 12:10,16.5026,,2017/12/4 10:00,14.816,2017/12/5 5:00,18.3155,,2016/12/4 7:50,20.011,2016/12/23 1:00,20.1892,,,
2018/12/4 11:30,16.8362,2018/12/4 12:20,16.4813,,2017/12/4 10:10,14.8614,2017/12/5 5:10,18.4668,,2016/12/4 8:00,19.9537,2016/12/23 1:10,20.3851,,,
2018/12/4 11:40,16.8069,2018/12/4 12:30,16.4778,,2017/12/4 10:20,14.8813,2017/12/5 5:20,18.6665,,2016/12/4 8:10,19.8941,2016/12/23 1:20,20.5969,,,
2018/12/4 11:50,16.7957,2018/12/4 12:40,16.4854,,2017/12/4 10:30,14.8264,2017/12/5 5:30,18.9091,,2016/12/4 8:20,19.8188,2016/12/23 1:30,20.7861,,,
2018/12/4 12:00,16.789,2018/12/4 12:50,16.5008,,2017/12/4 10:40,14.847,2017/12/5 5:40,19.0289,,2016/12/4 8:30,19.7679,2016/12/23 1:40,20.9286,,,
2018/12/4 12:10,16.7694,2018/12/4 13:00,16.5259,,2017/12/4 10:50,14.7967,2017/12/5 5:50,19.0749,,2016/12/4 8:40,19.7198,2016/12/23 1:50,21.0601,,,
2018/12/4 12:20,16.7469,2018/12/4 13:10,16.5208,,2017/12/4 11:00,14.7452,2017/12/5 6:00,19.1133,,2016/12/4 8:50,19.6487,2016/12/23 2:00,21.2212,,,
2018/12/4 12:30,16.7229,2018/12/4 13:20,16.4945,,2017/12/4 11:10,14.9303,2017/12/5 6:10,19.2088,,2016/12/4 9:00,19.5755,2016/12/23 2:10,21.3821,,,
2018/12/4 12:40,16.7058,2018/12/4 13:30,16.4385,,2017/12/4 11:20,14.8794,2017/12/5 6:20,19.3477,,2016/12/4 9:10,19.5076,2016/12/23 2:20,21.549,,,
2018/12/4 12:50,16.683,2018/12/4 13:40,16.3571,,2017/12/4 11:30,14.7795,2017/12/5 6:30,19.5714,,2016/12/4 9:20,19.459,2016/12/23 2:30,21.6722,,,
2018/12/4 13:00,16.6514,2018/12/4 13:50,16.2903,,2017/12/4 11:40,14.7514,2017/12/5 6:40,19.736,,2016/12/4 9:30,19.4062,2016/12/23 2:40,21.8275,,,
2018/12/4 13:10,16.6306,2018/12/4 14:00,16.2378,,2017/12/4 11:50,14.7947,2017/12/5 6:50,19.8025,,2016/12/4 9:40,19.3734,2016/12/23 2:50,21.9509,,,
2018/12/4 13:20,16.587,2018/12/4 14:10,16.1899,,2017/12/4 12:00,14.9592,2017/12/5 7:00,19.8427,,2016/12/4 9:50,19.3636,2016/12/23 3:00,22.0843,,,
2018/12/4 13:30,16.5568,2018/12/4 14:20,16.1388,,2017/12/4 12:10,15.5453,2017/12/5 7:10,19.8678,,2016/12/4 10:00,19.3202,2016/12/23 3:10,21.9897,,,
2018/12/4 13:40,16.5287,2018/12/4 14:30,16.0926,,2017/12/4 12:20,15.527,2017/12/5 7:20,19.8585,,2016/12/4 10:10,19.2743,2016/12/23 3:20,21.5541,,,
2018/12/4 13:50,16.4993,2018/12/4 14:40,16.0399,,2017/12/4 12:30,15.6741,2017/12/5 7:30,19.898,,2016/12/4 10:20,19.2397,2016/12/23 3:30,21.3026,,,
2018/12/4 14:00,16.464,2018/12/4 14:50,15.9877,,2017/12/4 12:40,15.7687,2017/12/5 7:40,19.8911,,2016/12/4 10:30,19.9025,2016/12/23 3:40,21.1034,,,
2018/12/4 14:10,16.4317,2018/12/4 15:00,15.9493,,2017/12/4 12:50,15.6861,2017/12/5 7:50,19.8879,,2016/12/4 10:40,19.7297,2016/12/23 3:50,20.8857,,,
2018/12/4 14:20,16.4074,2018/12/4 15:10,15.9149,,2017/12/4 13:00,15.8102,2017/12/5 8:00,19.8633,,2016/12/4 10:50,19.9161,2016/12/23 4:00,20.647,,,
2018/12/4 14:30,16.3832,2018/12/4 15:20,15.8778,,2017/12/4 13:10,15.8874,2017/12/5 8:10,19.7821,,2016/12/4 11:00,19.8892,2016/12/23 4:10,20.5081,,,
2018/12/4 14:40,16.3576,2018/12/4 15:30,15.8509,,2017/12/4 13:20,15.892,2017/12/5 8:20,19.6716,,2016/12/4 11:10,19.8907,2016/12/23 4:20,20.471,,,
2018/12/4 14:50,16.3253,2018/12/4 15:40,15.8285,,2017/12/4 13:30,15.9234,2017/12/5 8:30,19.5663,,2016/12/4 11:20,19.8828,2016/12/23 4:30,20.4998,,,
2018/12/4 15:00,16.2888,2018/12/4 15:50,15.8265,,2017/12/4 13:40,15.9398,2017/12/5 8:40,19.4655,,2016/12/4 11:30,20.0206,2016/12/23 4:40,20.5126,,,
2018/12/4 15:10,16.2575,2018/12/4 16:00,15.8344,,2017/12/4 13:50,15.9348,2017/12/5 8:50,19.3385,,2016/12/4 11:40,19.9856,2016/12/23 4:50,20.457,,,
2018/12/4 15:20,16.2343,2018/12/4 16:10,15.896,,2017/12/4 14:00,15.9368,2017/12/5 9:00,19.2058,,2016/12/4 11:50,19.9123,2016/12/23 5:00,20.3832,,,
2018/12/4 15:30,16.1839,2018/12/4 16:20,15.9482,,2017/12/4 14:10,15.9255,2017/12/5 9:10,19.097,,2016/12/4 12:00,19.8737,2016/12/23 5:10,20.3368,,,
2018/12/4 15:40,16.2049,2018/12/4 16:30,15.9669,,2017/12/4 14:20,15.9061,2017/12/5 9:20,18.8505,,2016/12/4 12:10,19.8723,2016/12/23 5:20,20.2786,,,
2018/12/4 15:50,16.449,2018/12/4 16:40,16.0459,,2017/12/4 14:30,15.9092,2017/12/5 9:30,18.7129,,2016/12/4 12:20,19.8573,2016/12/23 5:30,20.2588,,,
2018/12/4 16:00,16.4671,2018/12/4 16:50,16.1111,,2017/12/4 14:40,15.8897,2017/12/5 9:40,18.6526,,2016/12/4 12:30,19.7954,2016/12/23 5:40,20.3304,,,
2018/12/4 16:10,16.4144,2018/12/4 17:00,16.1374,,2017/12/4 14:50,15.6553,2017/12/5 9:50,18.7671,,2016/12/4 12:40,19.7177,2016/12/23 5:50,20.3862,,,
2018/12/4 16:20,16.4563,2018/12/4 17:10,16.1569,,2017/12/4 15:00,15.7039,2017/12/5 10:00,18.9366,,2016/12/4 12:50,19.638,2016/12/23 6:00,20.4615,,,
2018/12/4 16:30,16.5235,2018/12/4 17:20,16.1623,,2017/12/4 15:10,15.7479,2017/12/5 10:10,18.9324,,2016/12/4 13:00,19.6624,2016/12/23 6:10,20.3574,,,
2018/12/4 16:40,16.5744,2018/12/4 17:30,16.1552,,2017/12/4 15:20,15.8814,2017/12/5 10:20,18.8027,,2016/12/4 13:10,19.6042,2016/12/23 6:20,20.2919,,,
2018/12/4 16:50,16.5844,2018/12/4 17:40,16.1648,,2017/12/4 15:30,15.821,2017/12/5 10:30,18.9705,,2016/12/4 13:20,19.5817,2016/12/23 6:30,20.1506,,,
2018/12/4 17:00,16.5901,2018/12/4 17:50,16.1438,,2017/12/4 15:40,15.8762,2017/12/5 10:40,19.074,,2016/12/4 13:30,19.5832,2016/12/23 6:40,20.0042,,,
2018/12/4 17:10,16.6016,2018/12/4 18:00,16.1435,,2017/12/4 15:50,15.8414,2017/12/5 10:50,19.0981,,2016/12/4 13:40,19.5444,2016/12/23 6:50,19.8818,,,
2018/12/4 17:20,16.6134,2018/12/4 18:10,16.1414,,2017/12/4 16:00,15.8683,2017/12/5 11:00,18.9118,,2016/12/4 13:50,19.5017,2016/12/23 7:00,19.7682,,,
2018/12/4 17:30,16.6262,2018/12/4 18:20,16.1247,,2017/12/4 16:10,15.8194,2017/12/5 11:10,18.9746,,2016/12/4 14:00,19.4599,2016/12/23 7:10,19.6864,,,
2018/12/4 17:40,16.6306,2018/12/4 18:30,16.0886,,2017/12/4 16:20,15.7829,2017/12/5 11:20,18.9496,,2016/12/4 14:10,19.437,2016/12/23 7:20,19.6293,,,
2018/12/4 17:50,16.6315,2018/12/4 18:40,16.1025,,2017/12/4 16:30,15.704,2017/12/5 11:30,18.9287,,2016/12/4 14:20,19.3989,2016/12/23 7:30,19.6017,,,
2018/12/4 18:00,16.6379,2018/12/4 18:50,16.1189,,2017/12/4 16:40,15.4365,2017/12/5 11:40,18.8523,,2016/12/4 14:30,19.38,2016/12/23 7:40,19.5781,,,
2018/12/4 18:10,16.6037,2018/12/4 19:00,16.1507,,2017/12/4 16:50,15.7752,2017/12/5 11:50,18.6427,,2016/12/4 14:40,19.3981,2016/12/23 7:50,19.5458,,,
2018/12/4 18:20,16.6092,2018/12/4 19:10,16.1479,,2017/12/4 17:00,15.7163,2017/12/5 12:00,18.4566,,2016/12/4 14:50,19.4108,2016/12/23 8:00,19.5175,,,
2018/12/4 18:30,16.5442,2018/12/4 19:20,16.1476,,2017/12/4 17:10,15.6781,2017/12/5 12:10,18.4482,,2016/12/4 15:00,19.3849,2016/12/23 8:10,19.5082,,,
2018/12/4 18:40,16.5329,2018/12/4 19:30,16.1658,,2017/12/4 17:20,15.7341,2017/12/5 12:20,17.9891,,2016/12/4 15:10,19.331,2016/12/23 8:20,19.5071,,,
2018/12/4 18:50,16.5194,2018/12/4 19:40,16.1935,,2017/12/4 17:30,15.7142,2017/12/5 12:30,17.5982,,2016/12/4 15:20,19.2869,2016/12/23 8:30,19.5745,,,
2018/12/4 19:00,16.5217,2018/12/4 19:50,16.2334,,2017/12/4 17:40,15.7173,2017/12/5 12:40,17.3061,,2016/12/4 15:30,19.2446,2016/12/23 8:40,19.6868,,,
2018/12/4 19:10,16.5169,2018/12/4 20:00,16.2652,,2017/12/4 17:50,15.7084,2017/12/5 12:50,17.319,,2016/12/4 15:40,19.2373,2016/12/23 8:50,19.9097,,,
2018/12/4 19:20,16.5036,2018/12/4 20:10,16.2751,,2017/12/4 18:00,15.6953,2017/12/5 13:00,17.3279,,2016/12/4 15:50,19.2395,2016/12/23 9:00,19.9998,,,
2018/12/4 19:30,16.4986,2018/12/4 20:20,16.2854,,2017/12/4 18:10,15.6748,2017/12/5 13:10,17.3207,,2016/12/4 16:00,19.2499,2016/12/23 9:10,19.9943,,,
2018/12/4 19:40,16.4845,2018/12/4 20:30,16.2765,,2017/12/4 18:20,15.7486,2017/12/5 13:20,17.336,,2016/12/4 16:10,19.271,2016/12/23 9:20,20.0536,,,
2018/12/4 19:50,16.4743,2018/12/4 20:40,16.2626,,2017/12/4 18:30,15.7522,2017/12/5 13:30,17.254,,2016/12/4 16:20,19.2939,2016/12/23 9:30,20.075,,,
2018/12/4 20:00,16.4458,2018/12/4 20:50,16.2812,,2017/12/4 18:40,15.6383,2017/12/5 13:40,17.1492,,2016/12/4 16:30,19.2998,2016/12/23 9:40,20.1712,,,
2018/12/4 20:10,16.4167,2018/12/4 21:00,16.3241,,2017/12/4 18:50,15.6779,2017/12/5 13:50,17.1427,,2016/12/4 16:40,19.2712,2016/12/23 9:50,20.2633,,,
2018/12/4 20:20,16.4019,2018/12/4 21:10,16.3433,,2017/12/4 19:00,15.6644,2017/12/5 14:00,17.191,,2016/12/4 16:50,19.2513,2016/12/23 10:00,20.2614,,,
2018/12/4 20:30,16.3601,2018/12/4 21:20,16.3658,,2017/12/4 19:10,15.6682,2017/12/5 14:10,17.2085,,2016/12/4 17:00,19.2594,2016/12/23 10:10,20.2821,,,
2018/12/4 20:40,16.2588,2018/12/4 21:30,16.3906,,2017/12/4 19:20,15.6927,2017/12/5 14:20,16.9725,,2016/12/4 17:10,19.2451,2016/12/23 10:20,20.4265,,,
2018/12/4 20:50,16.0558,2018/12/4 21:40,16.4218,,2017/12/4 19:30,15.7255,2017/12/5 14:30,16.8533,,2016/12/4 17:20,19.2231,2016/12/23 10:30,20.5299,,,
2018/12/4 21:00,16.0591,2018/12/4 21:50,16.4625,,2017/12/4 19:40,15.8123,2017/12/5 14:40,16.8116,,2016/12/4 17:30,19.2142,2016/12/23 10:40,20.4659,,,
2018/12/4 21:10,16.069,2018/12/4 22:00,16.4845,,2017/12/4 19:50,15.8291,2017/12/5 14:50,16.7664,,2016/12/4 17:40,19.2122,2016/12/23 10:50,20.4708,,,
2018/12/4 21:20,16.0618,2018/12/4 22:10,16.5218,,2017/12/4 20:00,15.8689,2017/12/5 15:00,16.773,,2016/12/4 17:50,19.1989,2016/12/23 11:00,20.5915,,,
2018/12/4 21:30,16.0811,2018/12/4 22:20,16.5829,,2017/12/4 20:10,15.9438,2017/12/5 15:10,16.7703,,2016/12/4 18:00,19.1962,2016/12/23 11:10,20.7495,,,
2018/12/4 21:40,16.0926,2018/12/4 22:30,16.642,,2017/12/4 20:20,15.9609,2017/12/5 15:20,16.7581,,2016/12/4 18:10,19.2122,2016/12/23 11:20,20.6598,,,
2018/12/4 21:50,16.113,2018/12/4 22:40,16.704,,2017/12/4 20:30,15.9681,2017/12/5 15:30,16.7479,,2016/12/4 18:20,19.1745,2016/12/23 11:30,20.5648,,,
2018/12/4 22:00,16.3053,2018/12/4 22:50,16.8018,,2017/12/4 20:40,15.9715,2017/12/5 15:40,16.6895,,2016/12/4 18:30,19.1565,2016/12/23 11:40,20.5609,,,
2018/12/4 22:10,16.2284,2018/12/4 23:00,16.9092,,2017/12/4 20:50,15.9708,2017/12/5 15:50,16.6145,,2016/12/4 18:40,19.1654,2016/12/23 11:50,20.6537,,,
2018/12/4 22:20,16.541,2018/12/4 23:10,17.0535,,2017/12/4 21:00,15.9573,2017/12/5 16:00,16.5675,,2016/12/4 18:50,19.1632,2016/12/23 12:00,20.9251,,,
2018/12/4 22:30,16.5362,2018/12/4 23:20,17.1886,,2017/12/4 21:10,15.971,2017/12/5 16:10,16.5542,,2016/12/4 19:00,19.146,2016/12/23 12:10,21.1776,,,
2018/12/4 22:40,16.5856,2018/12/4 23:30,17.3169,,2017/12/4 21:20,15.9646,2017/12/5 16:20,16.5699,,2016/12/4 19:10,19.1241,2016/12/23 12:20,21.1877,,,
2018/12/4 22:50,16.4566,2018/12/4 23:40,17.4499,,2017/12/4 21:30,15.9524,2017/12/5 16:30,16.5753,,2016/12/4 19:20,19.0975,2016/12/23 12:30,21.1856,,,
2018/12/4 23:00,16.4753,2018/12/4 23:50,17.5839,,2017/12/4 21:40,15.9453,2017/12/5 16:40,16.6049,,2016/12/4 19:30,19.0909,2016/12/23 12:40,21.1453,,,
2018/12/4 23:10,16.5824,2018/12/5 0:00,17.7221,,2017/12/4 21:50,15.9415,2017/12/5 16:50,16.6268,,2016/12/4 19:40,19.0701,2016/12/23 12:50,21.0586,,,
2018/12/4 23:20,16.6844,2018/12/5 0:10,17.8194,,2017/12/4 22:00,15.9362,2017/12/5 17:00,16.5707,,2016/12/4 19:50,19.0514,2016/12/23 13:00,20.9442,,,
2018/12/4 23:30,16.8496,2018/12/5 0:20,17.846,,2017/12/4 22:10,15.9388,2017/12/5 17:10,16.4999,,2016/12/4 20:00,19.0518,2016/12/23 13:10,20.897,,,
2018/12/4 23:40,17.0241,2018/12/5 0:30,17.8872,,2017/12/4 22:20,15.94,2017/12/5 17:20,16.4246,,2016/12/4 20:10,19.0315,2016/12/23 13:20,20.8831,,,
2018/12/4 23:50,17.1313,2018/12/5 0:40,17.9048,,2017/12/4 22:30,15.9368,2017/12/5 17:30,16.3698,,2016/12/4 20:20,19.0045,2016/12/23 13:30,20.9303,,,
2018/12/5 0:00,17.2018,2018/12/5 0:50,18.0036,,2017/12/4 22:40,15.9375,2017/12/5 17:40,16.342,,2016/12/4 20:30,19.0043,2016/12/23 13:40,20.9216,,,
2018/12/5 0:10,17.2724,2018/12/5 1:00,18.1512,,2017/12/4 22:50,15.9415,2017/12/5 17:50,16.3347,,2016/12/4 20:40,18.9983,2016/12/23 13:50,20.8411,,,
2018/12/5 0:20,17.3633,2018/12/5 1:10,18.3169,,2017/12/4 23:00,15.934,2017/12/5 18:00,16.3493,,2016/12/4 20:50,19.0413,2016/12/23 14:00,20.7088,,,
2018/12/5 0:30,17.4566,2018/12/5 1:20,18.4691,,2017/12/4 23:10,15.9414,2017/12/5 18:10,16.3595,,2016/12/4 21:00,19.0453,2016/12/23 14:10,20.644,,,
2018/12/5 0:40,17.5622,2018/12/5 1:30,18.5872,,2017/12/4 23:20,15.9091,2017/12/5 18:20,16.3629,,2016/12/4 21:10,19.0575,2016/12/23 14:20,20.6992,,,
2018/12/5 0:50,17.6778,2018/12/5 1:40,18.7344,,2017/12/4 23:30,15.9646,2017/12/5 18:30,16.3637,,2016/12/4 21:20,19.0928,2016/12/23 14:30,20.5962,,,
2018/12/5 1:00,17.7856,2018/12/5 1:50,18.902,,2017/12/4 23:40,15.9972,2017/12/5 18:40,16.3536,,2016/12/4 21:30,19.097,2016/12/23 14:40,20.3185,,,
2018/12/5 1:10,17.8763,2018/12/5 2:00,19.0669,,2017/12/4 23:50,15.9052,2017/12/5 18:50,16.3374,,2016/12/4 21:40,19.1143,2016/12/23 14:50,20.1608,,,
2018/12/5 1:20,17.975,2018/12/5 2:10,19.3109,,2017/12/5 0:00,16.0268,2017/12/5 19:00,16.3274,,2016/12/4 21:50,19.1354,2016/12/23 15:00,19.9338,,,
2018/12/5 1:30,18.092,2018/12/5 2:20,19.5053,,2017/12/5 0:10,16.0394,2017/12/5 19:10,16.325,,2016/12/4 22:00,19.1652,2016/12/23 15:10,19.7195,,,
2018/12/5 1:40,18.218,2018/12/5 2:30,19.6709,,2017/12/5 0:20,16.0397,2017/12/5 19:20,16.3518,,2016/12/4 22:10,19.196,2016/12/23 15:20,19.6663,,,
2018/12/5 1:50,18.3493,2018/12/5 2:40,19.8467,,2017/12/5 0:30,16.0471,2017/12/5 19:30,16.2926,,2016/12/4 22:20,19.2097,2016/12/23 15:30,19.4625,,,
2018/12/5 2:00,18.4785,2018/12/5 2:50,20.0341,,2017/12/5 0:40,16.0601,2017/12/5 19:40,15.6288,,2016/12/4 22:30,19.2275,2016/12/23 15:40,19.2726,,,
2018/12/5 2:10,18.6158,2018/12/5 3:00,20.2815,,2017/12/5 0:50,16.0205,2017/12/5 19:50,15.3361,,2016/12/4 22:40,19.2346,2016/12/23 15:50,19.1963,,,
2018/12/5 2:20,18.7707,2018/12/5 3:10,20.511,,2017/12/5 1:00,15.927,2017/12/5 20:00,15.689,,2016/12/4 22:50,19.2075,2016/12/23 16:00,19.1071,,,
2018/12/5 2:30,18.9459,2018/12/5 3:20,20.5531,,2017/12/5 1:10,15.9656,2017/12/5 20:10,15.9733,,2016/12/4 23:00,19.1854,2016/12/23 16:10,19.0299,,,
2018/12/5 2:40,19.1252,2018/12/5 3:30,20.6056,,2017/12/5 1:20,16.0619,2017/12/5 20:20,15.9073,,2016/12/4 23:10,19.1658,2016/12/23 16:20,18.9136,,,
2018/12/5 2:50,19.3087,2018/12/5 3:40,20.6865,,2017/12/5 1:30,16.0884,2017/12/5 20:30,16.0307,,2016/12/4 23:20,19.0887,2016/12/23 16:30,18.7641,,,
2018/12/5 3:00,19.5092,2018/12/5 3:50,20.8047,,2017/12/5 1:40,16.1233,2017/12/5 20:40,16.1633,,2016/12/4 23:30,19.1174,2016/12/23 16:40,18.6324,,,
2018/12/5 3:10,19.7293,2018/12/5 4:00,20.9818,,2017/12/5 1:50,16.0988,2017/12/5 20:50,16.3918,,2016/12/4 23:40,19.1684,2016/12/23 16:50,18.4342,,,
2018/12/5 3:20,19.9323,2018/12/5 4:10,21.1228,,2017/12/5 2:00,16.1122,2017/12/5 21:00,16.4498,,2016/12/4 23:50,19.1738,2016/12/23 17:00,18.3322,,,
2018/12/5 3:30,20.1386,2018/12/5 4:20,21.3176,,2017/12/5 2:10,16.162,2017/12/5 21:10,16.5089,,2016/12/5 0:00,19.1433,2016/12/23 17:10,18.2078,,,
2018/12/5 3:40,20.3332,2018/12/5 4:30,21.5895,,2017/12/5 2:20,16.1824,2017/12/5 21:20,16.5156,,2016/12/5 0:10,19.1549,2016/12/23 17:20,18.2337,,,
2018/12/5 3:50,20.5555,2018/12/5 4:40,21.875,,2017/12/5 2:30,16.2052,2017/12/5 21:30,16.5193,,2016/12/5 0:20,19.218,2016/12/23 17:30,18.3217,,,
2018/12/5 4:00,20.7928,2018/12/5 4:50,22.132,,2017/12/5 2:40,16.2397,2017/12/5 21:40,16.5502,,2016/12/5 0:30,19.2131,2016/12/23 17:40,18.3766,,,
2018/12/5 4:10,21.0528,2018/12/5 5:00,22.347,,2017/12/5 2:50,16.2918,2017/12/5 21:50,16.5503,,2016/12/5 0:40,19.2327,2016/12/23 17:50,18.423,,,
2018/12/5 4:20,21.3098,2018/12/5 5:10,22.575,,2017/12/5 3:00,16.2568,2017/12/5 22:00,16.5492,,2016/12/5 0:50,19.2372,2016/12/23 18:00,18.5024,,,
2018/12/5 4:30,21.5661,2018/12/5 5:20,22.748,,2017/12/5 3:10,16.3766,2017/12/5 22:10,16.648,,2016/12/5 1:00,19.2408,2016/12/23 18:10,18.5565,,,
2018/12/5 4:40,21.7855,2018/12/5 5:30,22.9513,,2017/12/5 3:20,16.3698,2017/12/5 22:20,16.7142,,2016/12/5 1:10,19.3074,2016/12/23 18:20,18.5911,,,
2018/12/5 4:50,21.8156,2018/12/5 5:40,23.1207,,2017/12/5 3:30,16.5263,2017/12/5 22:30,16.6421,,2016/12/5 1:20,19.3483,2016/12/23 18:30,18.6148,,,
2018/12/5 5:00,21.5454,2018/12/5 5:50,23.2618,,2017/12/5 3:40,16.6718,2017/12/5 22:40,16.5419,,2016/12/5 1:30,19.3738,2016/12/23 18:40,18.6353,,,
2018/12/5 5:10,21.4761,2018/12/5 6:00,23.3781,,2017/12/5 3:50,16.9881,2017/12/5 22:50,16.444,,2016/12/5 1:40,19.4215,2016/12/23 18:50,18.6415,,,
2018/12/5 5:20,20.9862,2018/12/5 6:10,23.4644,,2017/12/5 4:00,16.8218,2017/12/5 23:00,16.4446,,2016/12/5 1:50,19.4833,2016/12/23 19:00,18.6465,,,
2018/12/5 5:30,20.0504,2018/12/5 6:20,23.5776,,2017/12/5 4:10,17.2789,2017/12/5 23:10,16.4503,,2016/12/5 2:00,19.5078,2016/12/23 19:10,18.6545,,,
2018/12/5 5:40,19.825,2018/12/5 6:30,23.654,,2017/12/5 4:20,17.3355,2017/12/5 23:20,16.4893,,2016/12/5 2:10,19.5335,2016/12/23 19:20,18.6765,,,
2018/12/5 5:50,19.801,2018/12/5 6:40,23.6396,,2017/12/5 4:30,17.4802,2017/12/5 23:30,16.5321,,2016/12/5 2:20,19.5717,2016/12/23 19:30,18.6813,,,
2018/12/5 6:00,19.7892,2018/12/5 6:50,23.4683,,2017/12/5 4:40,17.8884,2017/12/5 23:40,16.5835,,2016/12/5 2:30,19.5649,2016/12/23 19:40,18.6863,,,
2018/12/5 6:10,19.7562,2018/12/5 7:00,23.3163,,2017/12/5 4:50,17.5506,2017/12/5 23:50,16.6085,,2016/12/5 2:40,19.5674,2016/12/23 19:50,18.6994,,,
2018/12/5 6:20,19.7197,2018/12/5 7:10,23.2198,,2017/12/5 5:00,17.7958,2017/12/6 0:00,16.6281,,2016/12/5 2:50,19.6102,2016/12/23 20:00,18.7065,,,
2018/12/5 6:30,19.6416,2018/12/5 7:20,23.0775,,2017/12/5 5:10,18.1468,2017/12/6 0:10,16.6487,,2016/12/5 3:00,19.5952,2016/12/23 20:10,18.7153,,,
2018/12/5 6:40,19.5187,2018/12/5 7:30,22.9182,,2017/12/5 5:20,18.354,2017/12/6 0:20,16.6677,,2016/12/5 3:10,19.5479,2016/12/23 20:20,18.6864,,,
2018/12/5 6:50,19.4582,2018/12/5 7:40,22.847,,2017/12/5 5:30,18.9544,2017/12/6 0:30,16.6837,,2016/12/5 3:20,19.5361,2016/12/23 20:30,18.6888,,,
2018/12/5 7:00,19.4238,2018/12/5 7:50,22.7661,,2017/12/5 5:40,19.2814,2017/12/6 0:40,16.7149,,2016/12/5 3:30,19.5728,2016/12/23 20:40,18.7081,,,
2018/12/5 7:10,19.4838,2018/12/5 8:00,22.6266,,2017/12/5 5:50,19.1012,2017/12/6 0:50,16.7348,,2016/12/5 3:40,19.5717,2016/12/23 20:50,18.767,,,
2018/12/5 7:20,19.4483,2018/12/5 8:10,22.3141,,2017/12/5 6:00,18.9771,2017/12/6 1:00,16.7683,,2016/12/5 3:50,19.6521,2016/12/23 21:00,18.7972,,,
2018/12/5 7:30,19.284,2018/12/5 8:20,22.0054,,2017/12/5 6:10,18.8928,2017/12/6 1:10,16.7982,,2016/12/5 4:00,19.8171,2016/12/23 21:10,18.8117,,,
2018/12/5 7:40,19.2629,2018/12/5 8:30,21.8048,,2017/12/5 6:20,18.5136,2017/12/6 1:20,16.8232,,2016/12/5 4:10,19.8486,2016/12/23 21:20,18.8323,,,
2018/12/5 7:50,19.328,2018/12/5 8:40,21.5775,,2017/12/5 6:30,18.4805,2017/12/6 1:30,16.8797,,2016/12/5 4:20,19.8644,2016/12/23 21:30,18.8519,,,
2018/12/5 8:00,19.1033,2018/12/5 8:50,21.423,,2017/12/5 6:40,18.6441,2017/12/6 1:40,16.9606,,2016/12/5 4:30,19.8731,2016/12/23 21:40,18.8842,,,
2018/12/5 8:10,18.95,2018/12/5 9:00,21.3584,,2017/12/5 6:50,18.8831,2017/12/6 1:50,17.056,,2016/12/5 4:40,19.8984,2016/12/23 21:50,18.9265,,,
2018/12/5 8:20,18.8559,2018/12/5 9:10,21.2643,,2017/12/5 7:00,19.3528,2017/12/6 2:00,17.1072,,2016/12/5 4:50,19.9179,2016/12/23 22:00,18.9721,,,
